04-01-2002,Canadair CL-600-2B16 Challenger 604,N90AG,Epps Air Service,5,A1
08-01-2002,Tupolev 134A-3,RA-65004,Pulkovo,0,A1
09-01-2002,Lockheed KC-130R Hercules,160021,USMC,7,A1
12-01-2002,ATR-42-512,VP-BVE,ACES,0,A2
14-01-2002,Embraer 120RT Brasilia,EC-GTJ,Ibertrans Aérea,3,A1
14-01-2002,Boeing 737-291,PK-LID,Lion Air,0,A1
14-01-2002,Tupolev 204-100,RA-64011,Sibir Airlines,0,A2
15-01-2002,DHC-6 Twin Otter 300,XC-FIT,Mexican Government,4,A1
16-01-2002,Boeing 737-3Q8,PK-GWA,Garuda,1,A1
17-01-2002,Fairchild FH-227E,HC-AYM,Petroproduccion,26,A1
18-01-2002,BN-2A-27 Islander,N616GL,Fly BVI,0,A1
21-01-2002,Airbus A321-131,JA104A,All Nippon,0,A2
22-01-2002,Fokker F-27 Friendship 400M,FAB-94,TAM,0,A1
22-01-2002,Boeing 757-208,TF-FIO,Icelandair,0,A2
24-01-2002,Cessna 208B Super Cargomaster,N8RQ,Telford Aviation,0,A2
27-01-2002,Antonov 12,T-304,Angolan AF,5,A1
28-01-2002,Boeing 727-134,HC-BLF,TAME Ecuador,94,A1
29-01-2002,Antonov 28,YV-1043CP,private,0,A1
02-02-2002,Learjet C-21A (Learjet 35),84-0097,USAF,2,A1
02-02-2002,Dornier Do 28D-2 Skyservant,YV-679C,Transaven,0,A1
07-02-2002,Antonov 12BP,UR-LIP,Volare,8,A1
07-02-2002,Cessna 525A CitationJet CJ2,N288G,Airdine,0,A2
08-02-2002,Let L-410UVP-E3,00-0292,USAF,,A1
10-02-2002,Mitusbishi Mu-300 Diamond 1A,N541CW,Flight Options Inc.,0,A1
11-02-2002,Lockheed KC-130F Hercules,148895,USMC,0,A1
12-02-2002,Tupolev 154M,EP-MBS,Iran Air Tours,119,A1
13-02-2002,Lockheed MC-130P Hercules,66-0213,USAF,0,A1
14-02-2002,Harbin Yunshuji Y-12-II,RDPL-34118,Lao Aviation,0,A1
14-02-2002,Gulfstream GV,N777TY,BB Five Inc.,0,A1
14-02-2002,Beechcraft 300LW Super King Air,D-ICBC,Kronospan GmbH,2,A1
15-02-2002,Antonov 12BP,ER-ADL,Tiramavia,1,A1
17-02-2002,Canadair CL-44D4,9Q-CTS,Skymaster,0,A1
17-02-2002,Boeing 737-236,LV-ZRE,Aerolineas Argentinas,0,A2
20-02-2002,DHC-8-301,HK-3951X,AIRES Colombia,0,H2
20-02-2002,Tupolev 154M,EP-LBX,Kish Air,0,A1
21-02-2002,Antonov 26,07 red,Russian Navy,17,A1
24-02-2002,Ilyushin 76MD,15-2281,Iranian Revolutionary Guard,0,A1
27-02-2002,Antonov 26,ST-MGL,El Magal Aviation,0,A1
04-03-2002,Tupolev 134,,Russian AF,0,A1
04-03-2002,Swearingen SA227-AC Metro III,C-FITW,Provincial Airlines,0,A1
06-03-2002,Dornier 328-110,G-BWIR,Scot Airways,0,A2
08-03-2002,Airbus A300B2-101,VT-EFW,Indian Airlines,0,A1
09-03-2002,Antonov 2TP,LY-AVD,Svedijos Prekés,3,A1
14-03-2002,Antonov 2R,CU-T1020,Aerotaxi,16,A1
15-03-2002,Cessna 208B Super Cargomaster,N228PA,Priority Air Charter,1,A1
15-03-2002,BN-2A-7 Islander,C-GMOW,Bolton Lake Air Services,0,A1
17-03-2002,Let L-410UVP-E,J2-KBC,Djibouti Airlines,4,A1
18-03-2002,Boeing 727-30C,PP-VLV,Varig,0,A1
27-03-2002,BAC One-Eleven 401AK,5N-MBM,Albarka Air,0,O1
27-03-2002,BAC One-Eleven 523FJ,5N-BDU,Savanah Airlines,0,O1
28-03-2002,Boeing S.307 Stratoliner,N19903,National Air & Space Museum,0,A2
30-03-2002,Beechcraft B200C Super King Air,C-GIND,Voyageur Airways,0,A2
02-04-2002,Antonov 32,ER-AEQ,Renan,0,A1
11-04-2002,Hawker Siddeley HS-748-225 Srs. 2A,G-ATMJ,Emerald Airways,0,O2
11-04-2002,CASA/Nurtanio NC-212 Aviocar 100,PK-ZAI,Sabang Merauke Raya Air Charter,1,A2
12-04-2002,Swearingen SA227-AC Metro III,EC-GKR,Tadair,2,A1
