02-01-2010,Boeing 727-231F Super 27,9Q-CAA, CAA,0,A1
02-01-2010,Swearingen SA227-AC Metro III,N227ML,Locair,0,A2
04-01-2010,Antonov 12BK,ST-AQQ,El Magal Aviation,0,A1
05-01-2010,Learjet 35A,N720RA,Royal Air Freight,2,A1
06-01-2010,Cessna 208B Grand Caravan,A2-AKG,Mack Air,0,A2
06-01-2010,Beechcraft C99,N206AV,Ameriflight,0,A2
07-01-2010,Saab 340A,C6-SBE,SkyBahamas Airlines,0,O2
08-01-2010,Dassault Falcon 20C,XA-PCC,Aerotaxis Dos Mil,0,A2
10-01-2010,Airbus A319-131,N816UA,United Airlines,0,A2
13-01-2010,DHC-8-102,5Y-EMD,CMC Aviation opf. ECHO Flight,0,A2
14-01-2010,Cessna 208B Grand Caravan,VH-NTQ,Broome Aviation,0,A1
21-01-2010,Embraer EMB-145LU (ERJ-145LU),XA-WAC,Aeroméxico Connect,0,A2
21-01-2010,Beechcraft 1900C-1,N112AX,ACE Air Cargo,2,A1
21-01-2010,Boeing 747-4R7F,LX-OCV,Cargolux,0,A2
24-01-2010,Tupolev 154M,RA-85787,Kolavia opf. Taban Air,0,A1
25-01-2010,Boeing 737-8AS (WL),ET-ANB,Ethiopian Airlines,90,A1
25-01-2010,Embraer 110C Bandeirante,PT-TAF,Piquiatuba Táxi Aéreo,2,A1
28-01-2010,GAF Nomad N.22B,18,Philippine AF,9,A1
28-01-2010,Lockheed L-188CF Electra,G-LOFB,Atlantic Airlines Ltd.,0,O1
28-01-2010,Antonov 26B,4L-IFE, Aquiline International opf. Manunggal Air,0,A2
31-01-2010,Yakovlev 40,D2-FES,Guicango,0,A2
02-02-2010,Lockheed C-130E Hercules,1506,Polish AF,0,A2
04-02-2010,Antonov 24RV,RA-47360,Yakutia Airlines,0,A2
06-02-2010,Bombardier BD-700 Global Express,N400GX,Churchill Aviation,0,O1
06-02-2010,Dassault Falcon 2000EX,N62YC,Vesey Air,0,O1
06-02-2010,Dassault Falcon 900EX,N106RW,MMRB Services,0,O1
06-02-2010,Beechcraft Beechjet 400A,N109CP,THV Seminars,0,O1
06-02-2010,Hawker 800XP,N800LA,BAE Survivability Systems,0,O1
06-02-2010,Cessna 208B Super Cargomaster,N708FX,FedEx,0,O1
06-02-2010,Bombardier BD-700 Global Express,N620K,Eastman Kodak,0,O1
06-02-2010,Bombardier BD-700 Global Express XR,N528JR,Joluk Air,0,O1
11-02-2010,ATR-42-300,PK-YRP, Trigana Air Service,0,A2
11-02-2010,Fokker 100,XA-SHJ,MexicanaClick,0,A2
14-02-2010,Cessna 550B Citation Bravo,OK-ACH,Time Air,2,A1
17-02-2010,Cessna 208B Grand Caravan,N207DR,Grant Aviation,0,A2
18-02-2010,Cessna 208B Super Cargomaster,N892FE,West Air opf. FedEx,0,A2
01-03-2010,Airbus A300B4-203F,TC-ACB,ACT Airlines,0,A1
01-03-2010,Boeing 737-247,5H-MVZ,Air Tanzania,0,A1
04-03-2010,Fokker F-27 Friendship 300M,5Y-BRN, Safe Air Company,0,A1
12-03-2010,Alenia/Aeritalia G-222,NAF 950,Nigerian AF,0,A2
15-03-2010,BN-2A-21 Islander,N663SA,Servant Air,0,A1
18-03-2010,Antonov 26B,SP-FDO,EXIN opf. DHL Airways,0,A1
21-03-2010,Learjet 35A,N376HA,Bluegrass Aviation Partners,0,A1
22-03-2010,Embraer 120ER Brasilia,VH-ANB,Airnorth,2,A1
22-03-2010,Tupolev 204-100,RA-64011,Aviastar-TU,0,A1
24-03-2010,Boeing 727-225F,C-GCJZ,Cargojet Airways,0,A2
30-03-2010,Antonov 74,RA-74017,Polartrans,0,A1
10-04-2010,Tupolev 154M,101,Polish AF,96,A1
12-04-2010,Rockwell T-39N Sabreliner,165513,US Navy,4,A1
12-04-2010,DHC-6 Twin Otter 300,C-GKBC,Kenn Borek Air,0,A2
13-04-2010,Boeing 737-322,PK-MDE, Merpati Nusantara,0,A1
13-04-2010,Airbus A300B4-203F,XA-TUE,Aerounion,7,A1
13-04-2010,Airbus A330-342,B-HLL,Cathay Pacific,0,A2
15-04-2010,Antonov 2,RF-00259,private,0,A1
19-04-2010,DHC-6 Twin Otter 300,9N-ABX,Royal Nepal Airlines,0,A2
21-04-2010,Antonov 12BP,UP-AN216,Almaty Aviation opf. Interisland Airlines,3,A1
26-04-2010,Beechcraft B200 Super King Air,F-OIAN,Air Alizé,0,A1
27-04-2010,Beechcraft 200 Super King Air,F-GLIF,Trans Hélicoptère Service,0,A1
04-05-2010,Antonov 2,,Proskurov Avia,0,A1
05-05-2010,Embraer EMB-145LR (ERJ-145LR),HK-4536,SATENA,0,A1
06-05-2010,Antonov 2R,RA-40373,IE Batak SG,0,A1
06-05-2010,Lockheed C-130K Hercules C.3A,XV304,RAF,0,A1
10-05-2010,DHC-6 Twin Otter 300,C-FSJB,Kenn Borek Air,0,A1
12-05-2010,Airbus A330-202,5A-ONG,Afriqiyah Airways,103,A1
12-05-2010,Antonov 2,,ROSTO Astrakhan,0,A1
15-05-2010,Antonov 28,PZ-TSV, Blue Wing Airlines,8,A1
16-05-2010,DHC-3T Vazar Turbine Otter,SX-ARO,ArGo Airways,0,A2
17-05-2010,Antonov 24B,YA-PIS, Pamir Airways,44,A1
17-05-2010,Beechcraft 200 Super King Air,N308RH,CSSRJ Aviation LLC,0,A1
19-05-2010,Embraer 110P Bandeirante,PT-GKQ,Táxi Aéreo Weiss,0,A2
21-05-2010,Beechcraft 200 Super King Air,D2-FFT,Grupo Chicoil,3,A1
22-05-2010,Boeing 737-8HG (WL),VT-AXV,Air India Express,158,A1
04-06-2010,Lockheed L-100-30 Hercules,S9-BAT,Transafrik opf. National Airlines (National Air Cargo),0,A2
06-06-2010,Boeing 737-4B6,CN-RMF,RAM,0,A2
10-06-2010,Cessna 208B Grand Caravan,OB-1922P,Aerodiana,0,H2
12-06-2010,PZL-Mielec M28 Skytruck,ENBV-0063,Venezuela Army,3,A2
13-06-2010,Swearingen SA226-TC Metro II,ZS-ZOC,West Cape Ferries,0,A2
14-06-2010,Cessna 208B Grand Caravan,XA-TWK,Grupo Aéreo Xiknal opf. Servicios Aéreos Milenio,9,A1
15-06-2010,Cessna 550B Citation Bravo,YU-BSG,Prince Aviation,0,A1
15-06-2010,Antonov 28,,Unknown,0,A2
16-06-2010,Embraer EMB-145LR (ERJ-145LR),N847HK,Trans States Airlines opf. United Express,0,A2
17-06-2010,Cessna 208 Caravan I,N810GA,V1 Jet Management,0,A2
18-06-2010,Dassault Falcon 20F,FAP-300,Peruvian AF,0,A1
19-06-2010,Douglas DC-3C,D-CXXX,Air Service Berlin,0,A1
19-06-2010,CASA C-212-CB Aviocar 100,TN-AFA, Aéro-Service,11,A1
21-06-2010,MD-82,9Q-COQ,Hewa Bora Airways,0,A2
23-06-2010,Beechcraft A100 King Air,C-FGIN,Aéropro,7,A1
24-06-2010,Antonov 2,,Flamingo,2,A1
27-06-2010,Antonov 2R,RA-62631,Vladimir Aviation Forest Protection,0,A1
30-06-2010,Beechcraft RC-12K Huron (A200CT Sup,85-0155,US Army,0,A1
05-07-2010,Antonov 2T,53,Romanian AF,12,A1
17-07-2010,Boeing 747-306M,HS-VAC,Phuket Airlines opf. Saudi Arabian,0,A1
20-07-2010,Fokker F-27 Friendship 600,9Q-CJV, Air Kasai,0,A1
21-07-2010,Antonov 12BK,RA-11376,Khabarovsk Avia,0,A1
27-07-2010,MD-11F,D-ALCQ,Lufthansa Cargo,0,A1
27-07-2010,Raytheon 390 Premier IA,N6JR,Roush Fenway Racing,0,A1
28-07-2010,Airbus A321-231,AP-BJB,Airblue,152,A1
28-07-2010,C-17A Globemaster III,00-0173,USAF,4,A1
28-07-2010,Boeing 737-7L9 (WL),TS-IEA,Tunis Air opf. Mauritania Airways,0,A1
28-07-2010,Antonov 12BP,3X-GEQ,Unknown,0,A1
